ReportingWeek,x_18Years,x18_24Years,x25_49Years,x50_59Years,x60_Years,Country,Dose
"February 07, 2021",142911,108104,446560,197565,329437,Romania,First
"February 14, 2021",148543,114173,463649,202764,335759,Romania,First
"February 21, 2021",151681,117183,472407,205806,339941,Romania,First
"February 28, 2021",154707,119341,478221,207849,342908,Romania,First
"March 07, 2021",158016,121536,484428,210141,346335,Romania,First
"March 14, 2021",161419,123698,490833,212462,350065,Romania,First
"March 21, 2021",164006,125596,497121,214754,353524,Romania,First
"March 28, 2021",166264,127721,504612,217513,357457,Romania,First
"April 04, 2021",169010,130374,514388,221375,362537,Romania,First
"April 11, 2021",171608,133153,524810,225353,368163,Romania,First
"April 18, 2021",174501,136016,536205,229796,374796,Romania,First
"April 25, 2021",177321,138988,546726,233757,380676,Romania,First
"May 02, 2021",180443,142417,558756,238367,387711,Romania,First
"May 09, 2021",183617,145879,571308,243259,395305,Romania,First
"May 16, 2021",186794,149428,584305,248281,403511,Romania,First
"May 23, 2021",190390,153787,599640,254155,412426,Romania,First
"May 30, 2021",197350,160715,623956,263756,426913,Romania,First
"June 06, 2021",209499,171526,659423,278148,447112,Romania,First
"June 13, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"June 20, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"June 27, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"July 04, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"July 11, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"July 18, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"July 25, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"August 01, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"August 08, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"August 15, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"August 22, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"August 29, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"September 05, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"September 12, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"September 19, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"September 26, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"October 03, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"October 10, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"October 17, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"October 24, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"October 31, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"November 07, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"November 14, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"November 21, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"November 28, 2021",240839,439035,2269715,1056671,1948392,Romania,First
"December 06, 2020",596,361,1741,599,1386,Slovakia,First
"December 13, 2020",3216,2258,10216,3344,6112,Slovakia,First
"December 20, 2020",7388,6139,26027,8211,12237,Slovakia,First
"December 27, 2020",10359,9822,42675,13080,17029,Slovakia,First
"January 03, 2021",12582,11885,52712,16135,20605,Slovakia,First
"January 10, 2021",14090,12890,57146,17357,22150,Slovakia,First
"January 17, 2021",15514,13885,60903,18327,23541,Slovakia,First
"January 24, 2021",16846,14800,64327,19257,24959,Slovakia,First
"January 31, 2021",18054,15882,68181,20352,26417,Slovakia,First
"February 07, 2021",19541,17143,72610,21620,28251,Slovakia,First
"February 14, 2021",21004,18677,77516,23173,30460,Slovakia,First
"February 21, 2021",22667,20596,83767,24979,33090,Slovakia,First
"February 28, 2021",24058,22252,88604,26265,34872,Slovakia,First
"March 07, 2021",25536,23868,93481,27630,36823,Slovakia,First
"March 14, 2021",27765,25675,98455,29096,38529,Slovakia,First
"March 21, 2021",30617,27931,105691,31323,41317,Slovakia,First
"March 28, 2021",33830,30648,114595,34256,44919,Slovakia,First
"April 04, 2021",36927,33078,123341,37186,48666,Slovakia,First
"April 11, 2021",40692,36119,134431,41016,53550,Slovakia,First
"April 18, 2021",44416,39677,145987,44755,57812,Slovakia,First
"April 25, 2021",48697,43730,158773,48732,62776,Slovakia,First
"May 02, 2021",54889,51455,181820,54905,68740,Slovakia,First
"May 09, 2021",63880,62400,211314,62709,75213,Slovakia,First
"May 16, 2021",73425,74750,241018,70695,83495,Slovakia,First
"May 23, 2021",79118,83105,264592,76416,91659,Slovakia,First
"May 30, 2021",81324,95103,291818,83565,101439,Slovakia,First
"June 06, 2021",83565,106193,327935,92088,111499,Slovakia,First
"June 13, 2021",86128,122792,390546,101945,123880,Slovakia,First
"June 20, 2021",88128,135327,488358,122044,142089,Slovakia,First
"June 27, 2021",89919,146790,589715,145572,169270,Slovakia,First
"July 04, 2021",90138,151568,650442,186802,215499,Slovakia,First
"July 11, 2021",90375,156475,693999,211112,262589,Slovakia,First
"July 18, 2021",90697,159177,727060,221616,304396,Slovakia,First
"July 25, 2021",90700,160383,752883,235358,332352,Slovakia,First
"August 01, 2021",90706,161461,788672,258531,368971,Slovakia,First
"August 08, 2021",90713,162865,804496,297023,422879,Slovakia,First
"August 15, 2021",90719,163938,814144,315075,492143,Slovakia,First
"August 22, 2021",90726,165352,826299,329888,577092,Slovakia,First
"August 29, 2021",90733,166612,836626,337783,664833,Slovakia,First
"September 05, 2021",90737,167168,843316,341488,721844,Slovakia,First
"September 12, 2021",90742,169063,871046,353345,731436,Slovakia,First
"September 19, 2021",90745,170311,890879,360070,741942,Slovakia,First
"September 26, 2021",90746,171214,905953,367596,757938,Slovakia,First
"October 03, 2021",90747,172647,920634,373549,786466,Slovakia,First
"October 10, 2021",90750,173517,924896,375550,825139,Slovakia,First
"October 17, 2021",90751,175216,933540,379483,850909,Slovakia,First
"October 24, 2021",90752,177370,950326,387552,858851,Slovakia,First
"October 31, 2021",90756,178878,967087,395701,865676,Slovakia,First
"November 07, 2021",90761,179965,982250,403049,871974,Slovakia,First
"November 14, 2021",90761,179965,982250,403049,871974,Slovakia,First
"November 21, 2021",90761,179965,982250,403049,871974,Slovakia,First
"November 28, 2021",90761,179965,982250,403049,871974,Slovakia,First
"December 05, 2021",90761,179965,982250,403049,871974,Slovakia,First
"December 06, 2020",824,507,2047,571,926,Slovenia,First
"December 13, 2020",1909,1264,5279,1466,2419,Slovenia,First
"December 20, 2020",3854,2376,10682,3005,4896,Slovenia,First
"December 27, 2020",5468,3513,16241,4479,7164,Slovenia,First
"January 03, 2021",6097,4186,19701,5517,8499,Slovenia,First
"January 10, 2021",6657,4723,22268,6331,9463,Slovenia,First
"January 17, 2021",6992,5173,24161,6971,10322,Slovenia,First
"January 24, 2021",7323,5703,26183,7652,11220,Slovenia,First
"January 31, 2021",7756,6481,28757,8531,12498,Slovenia,First
"February 07, 2021",8791,7743,33247,9998,14799,Slovenia,First
"February 14, 2021",10753,10012,41107,12741,19634,Slovenia,First
"February 21, 2021",14855,14824,61699,20617,30737,Slovenia,First
"February 28, 2021",16503,16496,69361,23361,35094,Slovenia,First
"March 07, 2021",18176,17816,74309,25165,37869,Slovenia,First
"March 14, 2021",20355,19453,79819,27301,41185,Slovenia,First
"March 21, 2021",22231,21127,84751,29439,44731,Slovenia,First
"March 28, 2021",23608,22525,89163,31176,47511,Slovenia,First
"April 04, 2021",25063,24029,94829,33467,51042,Slovenia,First
"April 11, 2021",26650,26013,101462,36407,55074,Slovenia,First
"April 18, 2021",28030,27995,108314,39406,59384,Slovenia,First
"April 25, 2021",29391,29823,115570,42777,64138,Slovenia,First
"May 02, 2021",30609,31207,120478,45092,68185,Slovenia,First
"May 09, 2021",31678,32687,125071,46839,70814,Slovenia,First
"May 16, 2021",33042,34210,129717,48635,73405,Slovenia,First
"May 23, 2021",34907,37961,141081,51826,77430,Slovenia,First
"May 30, 2021",35871,44310,167778,58102,83390,Slovenia,First
"June 06, 2021",36394,49644,194591,68492,92018,Slovenia,First
"June 13, 2021",36468,51221,204448,76665,101205,Slovenia,First
"June 20, 2021",36666,56186,241931,89425,112811,Slovenia,First
"June 27, 2021",36765,57681,268214,110002,127348,Slovenia,First
"July 04, 2021",36773,58079,275764,141862,144821,Slovenia,First
"July 11, 2021",36783,58362,277745,145612,157238,Slovenia,First
"July 18, 2021",36789,62289,284159,154389,175439,Slovenia,First
"July 25, 2021",36805,62392,285444,156013,206672,Slovenia,First
"August 01, 2021",36822,62470,286124,156890,257651,Slovenia,First
"August 08, 2021",36844,62678,291521,160785,302056,Slovenia,First
"August 15, 2021",36851,63150,299955,167921,332288,Slovenia,First
"August 22, 2021",36853,63183,301336,169097,340485,Slovenia,First
"August 29, 2021",36858,63501,309746,177621,354309,Slovenia,First
"September 05, 2021",36859,63784,311778,180653,371551,Slovenia,First
"September 12, 2021",36879,63965,313320,182612,395645,Slovenia,First
"September 19, 2021",36880,64513,314878,183654,415598,Slovenia,First
"September 26, 2021",36883,65141,316880,184531,429633,Slovenia,First
"October 03, 2021",36884,65172,317138,184635,430455,Slovenia,First
"October 10, 2021",36886,65243,317679,184882,431016,Slovenia,First
"October 17, 2021",36887,65319,318876,185589,433526,Slovenia,First
"October 24, 2021",36889,65569,321908,187221,447530,Slovenia,First
"October 31, 2021",36895,65948,330484,192156,451659,Slovenia,First
"November 07, 2021",36896,66030,332916,193738,453962,Slovenia,First
"November 14, 2021",36896,66043,333392,194256,459155,Slovenia,First
"November 21, 2021",36896,66043,333392,194256,459155,Slovenia,First
"November 28, 2021",36896,66043,333392,194256,459155,Slovenia,First
"December 06, 2020",2920,2694,7661,1170,1083,Spain,First
"December 13, 2020",22773,22273,67418,10913,12131,Spain,First
"December 20, 2020",38603,36619,113807,18435,19442,Spain,First
"December 27, 2020",51998,47568,147198,24196,24935,Spain,First
"January 03, 2021",64417,56964,173194,27915,28417,Spain,First
"January 10, 2021",74987,65376,194942,30876,31073,Spain,First
"January 17, 2021",88452,77154,224664,34759,34189,Spain,First
"January 24, 2021",103131,91003,257366,38891,37453,Spain,First
"January 31, 2021",117048,105618,287496,42905,40396,Spain,First
"February 07, 2021",134036,124678,325308,47920,44324,Spain,First
"February 14, 2021",157847,148684,375033,54282,49171,Spain,First
"February 21, 2021",192070,183367,443125,63007,55680,Spain,First
"February 28, 2021",247461,232009,534655,75308,64480,Spain,First
"March 07, 2021",370172,304600,655360,92577,75777,Spain,First
"March 14, 2021",567252,397347,801409,114395,88105,Spain,First
"March 21, 2021",927190,491759,972411,137028,101778,Spain,First
"March 28, 2021",1446989,644338,1164942,164111,124208,Spain,First
"April 04, 2021",2012522,1044591,1439227,188333,142145,Spain,First
"April 11, 2021",2328383,1440895,1902859,209426,159870,Spain,First
"April 18, 2021",2463527,1872661,2597512,230347,176409,Spain,First
"April 25, 2021",2506726,2186013,3401261,250493,192389,Spain,First
"May 02, 2021",2529931,2383718,4386670,276563,211298,Spain,First
"May 09, 2021",2556445,2502803,5496295,314616,235007,Spain,First
"May 16, 2021",2563775,2542999,6918839,382065,267042,Spain,First
"May 23, 2021",2565180,2551529,8257000,464151,295813,Spain,First
"May 30, 2021",2566420,2558243,9671154,628782,329084,Spain,First
"June 06, 2021",2567140,2565721,10728678,1110193,375367,Spain,First
"June 13, 2021",2567554,2573940,10993407,2145115,445708,Spain,First
"June 20, 2021",2567838,2580879,11056546,3146204,559005,Spain,First
"June 27, 2021",2568322,2593681,11132932,4226792,771528,Spain,First
"July 04, 2021",2568668,2603670,11204701,5017574,1389695,Spain,First
"July 11, 2021",2569028,2610591,11241573,5191173,2727774,Spain,First
"July 18, 2021",2569324,2614872,11270799,5214959,3937274,Spain,First
"July 25, 2021",2569635,2618378,11300732,5240028,5215753,Spain,First
"August 01, 2021",2569855,2621559,11325863,5261055,6861503,Spain,First
"August 08, 2021",2570115,2631604,11375578,5298038,8527968,Spain,First
"August 15, 2021",2570286,2643921,11477861,5364692,9378802,Spain,First
"August 22, 2021",2570450,2667697,11652797,5474034,9826039,Spain,First
"August 29, 2021",2570543,2673023,11690174,5489085,10020979,Spain,First
"September 05, 2021",2570687,2693145,11912159,5577676,10305458,Spain,First
"September 12, 2021",2570960,2709682,12166526,5655300,10733029,Spain,First
"September 19, 2021",2571254,2730899,12400690,5735852,11102431,Spain,First
"September 26, 2021",2571431,2748684,12540361,5798571,11290170,Spain,First
"October 03, 2021",2571530,2757764,12638074,5841366,11332030,Spain,First
"October 10, 2021",2571578,2762001,12671440,5857703,11351482,Spain,First
"October 17, 2021",2571625,2765842,12710686,5879644,11373866,Spain,First
"October 24, 2021",2571687,2775187,12827400,5944453,11436563,Spain,First
"October 31, 2021",2571762,2790262,13052486,6063009,11584218,Spain,First
"November 07, 2021",2571783,2798026,13161151,6120656,11733572,Spain,First
"November 14, 2021",2571796,2799912,13185567,6135419,11788880,Spain,First
"November 21, 2021",2571796,2799912,13185567,6135419,11788880,Spain,First
"November 28, 2021",2571796,2799912,13185567,6135419,11788880,Spain,First
"December 05, 2021",2571796,2799912,13185567,6135419,11788880,Spain,First
"December 06, 2020",1008,2375,4614,542,421,Sweden,First
"December 13, 2020",4045,8719,17027,1992,1656,Sweden,First
"December 20, 2020",6753,14220,29070,3608,2961,Sweden,First
"December 27, 2020",8739,17571,37724,4837,4255,Sweden,First
"January 03, 2021",10359,20048,44634,5918,5445,Sweden,First
"January 10, 2021",11846,22276,51292,6805,6349,Sweden,First
"January 17, 2021",13691,24843,59060,7959,7617,Sweden,First
"January 24, 2021",15619,27645,67110,9212,8922,Sweden,First
"January 31, 2021",19339,32505,80366,11144,10653,Sweden,First
"February 07, 2021",22580,36828,91514,12738,12127,Sweden,First
"February 14, 2021",28064,43398,108714,15356,14102,Sweden,First
"February 21, 2021",36261,52327,130546,18401,16422,Sweden,First
"February 28, 2021",46621,63691,158742,22223,19170,Sweden,First
"March 07, 2021",60216,76831,190711,26342,21987,Sweden,First
"March 14, 2021",77476,91932,226467,30651,24770,Sweden,First
"March 21, 2021",102422,109191,266405,35048,27356,Sweden,First
"March 28, 2021",145400,127038,308058,39632,29977,Sweden,First
"April 04, 2021",206036,146573,354872,44438,32911,Sweden,First
"April 11, 2021",229824,171627,406557,49100,36081,Sweden,First
"April 18, 2021",239048,218306,480768,55050,39591,Sweden,First
"April 25, 2021",248537,306912,610317,62620,43257,Sweden,First
"May 02, 2021",258214,425114,819624,71467,47391,Sweden,First
"May 09, 2021",263394,501324,1107892,83294,52486,Sweden,First
"May 16, 2021",264760,526263,1463742,105103,59482,Sweden,First
"May 23, 2021",265245,532880,1706728,136504,66847,Sweden,First
"May 30, 2021",265711,539486,1935380,194236,76402,Sweden,First
"June 06, 2021",266137,545232,2102383,278980,87849,Sweden,First
"June 13, 2021",266530,550145,2201322,378605,100529,Sweden,First
"June 20, 2021",267029,556069,2278210,477295,114343,Sweden,First
"June 27, 2021",267482,563007,2349034,626168,136794,Sweden,First
"July 04, 2021",267868,571378,2416714,783015,182258,Sweden,First
"July 11, 2021",268199,580082,2483879,931673,300592,Sweden,First
"July 18, 2021",268404,586235,2519445,1015852,547443,Sweden,First
"July 25, 2021",268537,589705,2537886,1039121,905128,Sweden,First
"August 01, 2021",268586,591038,2545489,1043823,1300324,Sweden,First
"August 08, 2021",268611,591791,2549193,1045957,1545921,Sweden,First
"August 15, 2021",268632,592439,2552635,1048152,1736832,Sweden,First
"August 22, 2021",268646,593219,2556695,1050766,1858275,Sweden,First
"August 29, 2021",268660,594466,2563993,1054868,1964653,Sweden,First
"September 05, 2021",268702,599999,2599146,1071920,2089025,Sweden,First
"September 12, 2021",268723,605915,2640934,1092942,2172370,Sweden,First
"September 19, 2021",268735,610400,2665795,1106661,2231057,Sweden,First
"September 26, 2021",268735,613873,2684263,1117124,2268836,Sweden,First
"October 03, 2021",268735,615581,2694781,1123205,2296965,Sweden,First
"October 10, 2021",268735,617136,2705150,1129782,2321782,Sweden,First
"October 17, 2021",268735,619871,2723982,1141338,2353369,Sweden,First
"October 24, 2021",268735,623661,2755342,1159654,2405182,Sweden,First
"October 31, 2021",268735,625711,2774548,1171545,2451366,Sweden,First
